FlightID,RouteID,FlightNumber,DepartureTime,ArrivalTime
F6520,R2,FL6520,2019-05-21 22:20:00,2019-05-22 00:40:00
F6521,R1,FL6521,2019-04-12 06:00:00,2019-04-12 08:45:00
F6522,R1,FL6522,2019-04-24 04:55:00,2019-04-24 07:45:00
F6523,R3,FL6523,2019-06-06 11:00:00,2019-06-06 14:15:00
F6524,R3,FL6524,2019-04-03 21:05:00,2019-04-04 00:20:00
F6525,R1,FL6525,2019-05-03 20:55:00,2019-05-03 23:40:00
F6526,R3,FL6526,2019-05-27 19:30:00,2019-05-28 12:34:59
F6527,R1,FL6527,2019-03-01 07:00:00,2019-03-01 09:40:00
F6528,R3,FL6528,2019-03-03 05:35:00,2019-03-03 08:50:00
F6529,R1,FL6529,2019-06-18 20:00:00,2019-06-18 22:50:00
F6530,R3,FL6530,2019-06-01 07:05:00,2019-06-01 19:00:00
F6531,R2,FL6531,2019-05-18 08:25:00,2019-05-18 22:35:00
F6532,R2,FL6532,2019-05-18 15:30:00,2019-05-18 18:05:00
F6533,R3,FL6533,2019-06-01 13:00:00,2019-06-02 12:35:00
F6534,R3,FL6534,2019-05-15 09:15:00,2019-05-15 21:00:00
F6535,R1,FL6535,2019-06-15 11:10:00,2019-06-15 14:05:00
F6536,R5,FL6536,2019-06-09 06:25:00,2019-06-09 07:55:00
F6537,R1,FL6537,2019-03-03 05:50:00,2019-03-03 12:55:00
F6538,R4,FL6538,2019-05-12 17:45:00,2019-05-12 20:05:00
F6539,R3,FL6539,2019-05-15 11:30:00,2019-05-16 01:30:00
F6540,R5,FL6540,2019-05-01 02:55:00,2019-05-01 04:20:00
F6541,R3,FL6541,2019-05-09 10:20:00,2019-05-09 21:00:00
F6542,R2,FL6542,2019-05-18 14:05:00,2019-05-18 23:35:00
F6543,R2,FL6543,2019-04-01 16:30:00,2019-04-02 18:15:00
F6544,R3,FL6544,2019-06-03 09:00:00,2019-06-03 21:00:00
F6545,R1,FL6545,2019-04-01 04:55:00,2019-04-01 07:45:00
F6546,R1,FL6546,2019-06-21 08:30:00,2019-06-21 11:20:00
F6547,R3,FL6547,2019-05-09 07:05:00,2019-05-10 04:25:00
F6548,R1,FL6548,2019-03-09 07:00:00,2019-03-09 20:20:00
F6549,R3,FL6549,2019-06-03 21:50:00,2019-06-04 04:25:00
F6550,R3,FL6550,2019-06-12 05:35:00,2019-06-12 08:50:00
F6551,R5,FL6551,2019-06-09 05:45:00,2019-06-09 07:15:00
F6552,R3,FL6552,2019-06-27 22:50:00,2019-06-28 04:25:00
F6553,R3,FL6553,2019-03-06 13:00:00,2019-03-06 21:00:00
F6554,R2,FL6554,2019-04-12 09:35:00,2019-04-12 12:20:00
F6555,R1,FL6555,2019-03-24 20:00:00,2019-03-24 22:55:00
F6556,R2,FL6556,2019-05-06 08:25:00,2019-05-06 18:15:00
F6557,R3,FL6557,2019-06-15 21:50:00,2019-06-16 03:35:00
F6558,R2,FL6558,2019-05-06 06:30:00,2019-05-07 08:15:00
F6559,R1,FL6559,2019-03-01 22:20:00,2019-03-02 01:10:00
F6560,R2,FL6560,2019-05-15 07:00:00,2019-05-16 05:25:00
F6561,R3,FL6561,2019-06-24 07:05:00,2019-06-24 19:00:00
F6562,R2,FL6562,2019-05-12 21:10:00,2019-05-13 04:40:00
F6563,R1,FL6563,2019-05-06 18:55:00,2019-05-06 22:00:00
F6564,R2,FL6564,2019-05-15 06:55:00,2019-05-15 09:30:00
F6565,R3,FL6565,2019-06-12 11:30:00,2019-06-12 19:00:00
F6566,R2,FL6566,2019-03-24 15:25:00,2019-03-24 22:55:00
F6567,R3,FL6567,2019-05-27 11:25:00,2019-05-28 01:30:00
F6568,R3,FL6568,2019-03-06 07:35:00,2019-03-06 22:20:00
F6569,R2,FL6569,2019-03-24 06:30:00,2019-03-25 04:45:00
F6570,R2,FL6570,2019-05-18 05:45:00,2019-05-18 12:00:00
F6571,R3,FL6571,2019-06-24 19:00:00,2019-06-25 01:30:00
F6572,R1,FL6572,2019-03-24 09:35:00,2019-03-24 12:30:00
F6573,R2,FL6573,2019-03-12 14:15:00,2019-03-12 16:45:00
F6574,R5,FL6574,2019-06-15 19:30:00,2019-06-15 20:45:00
F6575,R2,FL6575,2019-05-06 09:10:00,2019-05-06 13:14:59
F6576,R3,FL6576,2019-05-15 10:35:00,2019-05-15 18:59:59
F6577,R1,FL6577,2019-03-01 18:40:00,2019-03-02 09:30:00
F6578,R2,FL6578,2019-05-15 16:30:00,2019-05-16 10:04:59
F6579,R1,FL6579,2019-05-18 08:20:00,2019-05-18 11:20:00
F6580,R1,FL6580,2019-03-01 23:30:00,2019-03-02 02:20:00
F6581,R3,FL6581,2019-04-09 09:40:00,2019-04-10 04:25:00
F6582,R2,FL6582,2019-04-27 15:30:00,2019-04-27 18:05:00
F6583,R5,FL6583,2019-06-01 02:55:00,2019-06-01 04:20:00
F6584,R2,FL6584,2019-05-15 20:25:00,2019-05-16 23:35:00
F6585,R2,FL6585,2019-06-01 06:55:00,2019-06-01 09:30:00
F6586,R2,FL6586,2019-05-09 14:05:00,2019-05-09 19:50:00
F6587,R2,FL6587,2019-06-09 17:00:00,2019-06-09 23:25:00
F6588,R3,FL6588,2019-05-27 13:30:00,2019-05-27 23:00:00
F6589,R1,FL6589,2019-03-01 22:50:00,2019-03-02 07:40:00
F6590,R3,FL6590,2019-04-15 07:00:00,2019-04-15 12:55:00
F6591,R1,FL6591,2019-03-21 14:05:00,2019-03-21 19:10:00
F6592,R3,FL6592,2019-03-21 08:55:00,2019-03-21 15:30:00
F6593,R1,FL6593,2019-03-24 16:00:00,2019-03-24 18:35:00
F6594,R1,FL6594,2019-05-01 00:30:00,2019-05-01 03:25:00
F6595,R1,FL6595,2019-05-06 21:00:00,2019-05-06 23:50:00
F6596,R3,FL6596,2019-03-03 08:00:00,2019-03-03 19:15:00
F6597,R2,FL6597,2019-06-12 08:25:00,2019-06-12 16:20:00
F6598,R3,FL6598,2019-06-27 10:35:00,2019-06-27 19:35:00
F6599,R1,FL6599,2019-03-15 08:55:00,2019-03-16 08:15:00
F6600,R3,FL6600,2019-06-09 11:35:00,2019-06-10 01:30:00
F6601,R3,FL6601,2019-03-03 08:25:00,2019-03-03 18:50:00
F6602,R3,FL6602,2019-03-21 06:00:00,2019-03-21 12:35:00
F6603,R3,FL6603,2019-06-27 11:40:00,2019-06-27 19:00:00
F6604,R3,FL6604,2019-05-09 20:45:00,2019-05-10 07:10:00
F6605,R2,FL6605,2019-05-09 20:30:00,2019-05-10 08:55:00
F6606,R1,FL6606,2019-03-01 07:00:00,2019-03-01 21:20:00
F6607,R3,FL6607,2019-06-12 07:10:00,2019-06-12 19:15:00
F6608,R1,FL6608,2019-04-12 07:10:00,2019-04-12 10:10:00
F6609,R1,FL6609,2019-05-01 17:45:00,2019-05-01 20:45:00
F6610,R2,FL6610,2019-06-12 05:50:00,2019-06-12 23:15:00
F6611,R5,FL6611,2019-03-06 06:00:00,2019-03-07 09:10:00
F6612,R2,FL6612,2019-05-15 09:25:00,2019-05-15 18:19:59
F6613,R3,FL6613,2019-05-09 06:00:00,2019-05-09 21:00:00
F6614,R1,FL6614,2019-04-01 06:00:00,2019-04-01 08:45:00
F6615,R1,FL6615,2019-06-01 21:00:00,2019-06-01 23:50:00
F6616,R3,FL6616,2019-03-09 20:10:00,2019-03-10 07:10:00
F6617,R3,FL6617,2019-05-21 20:55:00,2019-05-22 12:35:00
F6618,R2,FL6618,2019-05-06 06:20:00,2019-05-06 10:20:00
F6619,R3,FL6619,2019-06-27 19:15:00,2019-06-28 19:00:00
F6620,R3,FL6620,2019-06-24 04:55:00,2019-06-24 19:00:00
F6621,R3,FL6621,2019-03-21 17:15:00,2019-03-22 07:40:00
F6622,R1,FL6622,2019-03-24 11:40:00,2019-03-24 14:35:00
F6623,R2,FL6623,2019-06-12 10:20:00,2019-06-12 12:55:00
F6624,R3,FL6624,2019-06-03 09:15:00,2019-06-03 21:00:00
F6625,R3,FL6625,2019-06-24 05:30:00,2019-06-24 19:00:00
F6626,R2,FL6626,2019-04-12 14:25:00,2019-04-12 16:55:00
F6627,R3,FL6627,2019-06-06 13:00:00,2019-06-07 01:30:00
F6628,R3,FL6628,2019-05-21 07:00:00,2019-05-21 12:55:00
F6629,R2,FL6629,2019-05-24 07:35:00,2019-05-24 23:30:00
F6630,R1,FL6630,2019-04-18 22:10:00,2019-04-19 01:00:00
F6631,R2,FL6631,2019-05-12 20:45:00,2019-05-12 23:20:00
F6632,R1,FL6632,2019-04-27 17:45:00,2019-04-27 20:45:00
F6633,R3,FL6633,2019-05-09 19:45:00,2019-05-10 04:24:59
F6634,R3,FL6634,2019-04-27 14:10:00,2019-04-27 17:10:00
F6635,R3,FL6635,2019-06-12 20:55:00,2019-06-13 12:35:00
F6636,R3,FL6636,2019-04-09 11:40:00,2019-04-09 19:00:00
F6637,R1,FL6637,2019-05-06 23:30:00,2019-05-07 02:20:00
F6638,R1,FL6638,2019-05-18 20:55:00,2019-05-18 23:40:00
F6639,R2,FL6639,2019-06-06 09:35:00,2019-06-06 17:59:59
F6640,R2,FL6640,2019-04-24 19:20:00,2019-04-24 23:45:00
F6641,R3,FL6641,2019-05-18 17:50:00,2019-05-19 01:30:00
F6642,R1,FL6642,2019-03-15 11:40:00,2019-03-16 08:15:00
F6643,R3,FL6643,2019-06-24 14:00:00,2019-06-24 21:00:00
F6644,R3,FL6644,2019-05-09 17:30:00,2019-05-10 19:00:00
F6645,R1,FL6645,2019-03-09 19:55:00,2019-03-09 22:35:00
F6646,R3,FL6646,2019-03-06 08:35:00,2019-03-06 22:20:00
F6647,R3,FL6647,2019-06-06 08:00:00,2019-06-06 21:00:00
F6648,R1,FL6648,2019-06-09 07:10:00,2019-06-09 10:10:00
F6649,R3,FL6649,2019-06-01 02:15:00,2019-06-02 04:25:00
F6650,R3,FL6650,2019-03-03 07:30:00,2019-03-03 21:00:00
F6651,R3,FL6651,2019-05-27 08:45:00,2019-05-27 19:00:00
F6652,R3,FL6652,2019-06-12 07:35:00,2019-06-12 22:30:00
F6653,R2,FL6653,2019-05-21 15:15:00,2019-05-21 20:05:00
F6654,R3,FL6654,2019-05-15 07:35:00,2019-05-15 22:30:00
F6655,R1,FL6655,2019-05-27 00:30:00,2019-05-27 03:25:00
F6656,R1,FL6656,2019-03-06 20:35:00,2019-03-07 10:25:00
F6657,R4,FL6657,2019-06-24 08:20:00,2019-06-24 10:35:00
F6658,R1,FL6658,2019-05-12 11:10:00,2019-05-12 13:55:00
F6659,R3,FL6659,2019-06-24 22:00:00,2019-06-25 19:15:00
F6660,R1,FL6660,2019-03-12 18:55:00,2019-03-13 11:25:00
F6661,R1,FL6661,2019-04-18 07:10:00,2019-04-18 10:10:00
F6662,R3,FL6662,2019-03-09 04:45:00,2019-03-09 19:15:00
F6663,R1,FL6663,2019-03-06 07:00:00,2019-03-06 23:00:00
F6664,R3,FL6664,2019-06-24 17:30:00,2019-06-25 04:25:00
F6665,R3,FL6665,2019-06-01 14:00:00,2019-06-01 19:00:00
F6666,R5,FL6666,2019-05-15 02:55:00,2019-05-15 04:20:00
F6667,R3,FL6667,2019-03-21 09:00:00,2019-03-21 15:30:00
F6668,R3,FL6668,2019-05-18 17:20:00,2019-05-19 09:24:59
F6669,R3,FL6669,2019-05-18 13:25:00,2019-05-19 12:35:00
F6670,R3,FL6670,2019-03-09 04:00:00,2019-03-10 07:40:00
F6671,R3,FL6671,2019-05-27 09:40:00,2019-05-28 12:35:00
F6672,R2,FL6672,2019-03-24 07:00:00,2019-03-25 08:55:00
F6673,R2,FL6673,2019-04-03 19:00:00,2019-04-04 11:04:59
F6674,R1,FL6674,2019-06-12 06:05:00,2019-06-12 08:50:00
F6675,R1,FL6675,2019-06-01 11:10:00,2019-06-01 14:05:00
F6676,R2,FL6676,2019-05-15 07:10:00,2019-05-15 20:20:00
F6677,R1,FL6677,2019-03-09 07:10:00,2019-03-09 10:05:00
F6678,R1,FL6678,2019-03-18 18:40:00,2019-03-19 07:40:00
F6679,R3,FL6679,2019-05-18 10:20:00,2019-05-18 21:00:00
F6680,R3,FL6680,2019-05-15 10:00:00,2019-05-15 19:15:00
F6681,R3,FL6681,2019-06-01 15:00:00,2019-06-02 01:30:00
F6682,R3,FL6682,2019-06-09 13:00:00,2019-06-10 12:35:00
F6683,R2,FL6683,2019-05-24 16:30:00,2019-05-25 09:19:59
F6684,R3,FL6684,2019-03-27 05:10:00,2019-03-27 18:50:00
F6685,R3,FL6685,2019-06-24 14:35:00,2019-06-25 12:35:00
F6686,R2,FL6686,2019-06-12 17:00:00,2019-06-13 10:45:00
F6687,R3,FL6687,2019-06-24 02:15:00,2019-06-24 12:35:00
F6688,R5,FL6688,2019-04-03 13:15:00,2019-04-03 14:45:00
F6689,R3,FL6689,2019-06-01 19:30:00,2019-06-02 12:34:59
F6690,R2,FL6690,2019-05-06 20:25:00,2019-05-07 18:00:00
F6691,R2,FL6691,2019-05-09 16:30:00,2019-05-10 04:40:00
F6692,R5,FL6692,2019-03-06 20:15:00,2019-03-07 09:15:00
F6693,R5,FL6693,2019-04-03 21:05:00,2019-04-03 22:25:00
F6694,R3,FL6694,2019-06-12 19:30:00,2019-06-13 04:24:59
F6695,R2,FL6695,2019-03-24 08:25:00,2019-03-24 22:35:00
F6696,R2,FL6696,2019-04-21 09:00:00,2019-04-21 11:25:00
F6697,R1,FL6697,2019-05-15 17:45:00,2019-05-15 20:45:00
F6698,R1,FL6698,2019-03-03 10:20:00,2019-03-03 18:15:00
F6699,R4,FL6699,2019-06-27 14:45:00,2019-06-27 17:05:00
F6700,R2,FL6700,2019-06-12 17:00:00,2019-06-13 09:04:59
F6701,R2,FL6701,2019-05-01 09:00:00,2019-05-01 11:25:00
F6702,R2,FL6702,2019-05-01 07:00:00,2019-05-01 16:15:00
F6703,R2,FL6703,2019-05-09 07:10:00,2019-05-09 20:20:00
F6704,R1,FL6704,2019-06-12 15:15:00,2019-06-12 18:10:00
F6705,R2,FL6705,2019-05-01 11:30:00,2019-05-01 14:05:00
F6706,R1,FL6706,2019-06-03 07:10:00,2019-06-03 10:10:00
F6707,R1,FL6707,2019-05-15 06:00:00,2019-05-15 08:45:00
F6708,R2,FL6708,2019-06-09 06:20:00,2019-06-09 10:20:00
F6709,R1,FL6709,2019-03-09 12:05:00,2019-03-09 17:05:00
F6710,R5,FL6710,2019-05-21 10:20:00,2019-05-21 11:50:00
F6711,R3,FL6711,2019-04-01 17:30:00,2019-04-02 12:35:00
F6712,R2,FL6712,2019-06-24 17:10:00,2019-06-24 19:40:00
F6713,R3,FL6713,2019-03-06 11:30:00,2019-03-06 18:50:00
F6714,R3,FL6714,2019-06-09 08:45:00,2019-06-09 13:15:00
F6715,R5,FL6715,2019-05-01 10:20:00,2019-05-01 11:50:00
F6716,R2,FL6716,2019-05-18 05:45:00,2019-05-18 16:20:00
F6717,R4,FL6717,2019-05-12 11:40:00,2019-05-12 13:55:00
F6718,R5,FL6718,2019-04-03 19:35:00,2019-04-03 21:05:00
F6719,R2,FL6719,2019-05-12 05:50:00,2019-05-12 20:25:00
F6720,R1,FL6720,2019-06-27 07:10:00,2019-06-27 10:10:00
F6721,R4,FL6721,2019-06-01 17:45:00,2019-06-01 20:05:00
F6722,R3,FL6722,2019-03-21 17:30:00,2019-03-22 04:25:00
F6723,R2,FL6723,2019-05-18 08:25:00,2019-05-18 16:20:00
F6724,R3,FL6724,2019-05-18 09:00:00,2019-05-19 12:35:00
F6725,R5,FL6725,2019-06-01 19:35:00,2019-06-01 21:05:00
F6726,R1,FL6726,2019-03-15 05:45:00,2019-03-15 18:25:00
F6727,R3,FL6727,2019-06-06 14:35:00,2019-06-07 04:25:00
F6728,R5,FL6728,2019-05-01 09:10:00,2019-05-01 10:40:00
F6729,R3,FL6729,2019-06-15 05:35:00,2019-06-15 08:50:00
F6730,R2,FL6730,2019-05-18 17:00:00,2019-05-18 23:35:00
F6731,R2,FL6731,2019-05-06 12:00:00,2019-05-07 07:55:00
F6732,R1,FL6732,2019-04-18 09:45:00,2019-04-18 12:35:00
F6733,R3,FL6733,2019-05-27 02:00:00,2019-05-27 07:45:00
F6734,R2,FL6734,2019-06-27 14:25:00,2019-06-27 16:55:00
F6735,R3,FL6735,2019-03-27 08:55:00,2019-03-27 19:15:00
F6736,R3,FL6736,2019-06-09 19:30:00,2019-06-10 04:24:59
F6737,R1,FL6737,2019-05-24 04:55:00,2019-05-24 07:45:00
F6738,R4,FL6738,2019-03-06 17:45:00,2019-03-06 20:05:00
F6739,R1,FL6739,2019-04-03 07:10:00,2019-04-03 10:10:00
F6740,R3,FL6740,2019-03-06 08:55:00,2019-03-06 15:30:00
F6741,R3,FL6741,2019-03-09 04:45:00,2019-03-09 19:45:00
F6742,R3,FL6742,2019-05-15 15:10:00,2019-05-15 20:00:00
F6743,R3,FL6743,2019-06-06 14:35:00,2019-06-07 04:25:00
F6744,R3,FL6744,2019-03-27 06:10:00,2019-03-28 08:15:00
F6745,R1,FL6745,2019-06-24 23:30:00,2019-06-25 02:20:00
F6746,R3,FL6746,2019-05-27 21:50:00,2019-05-28 12:35:00
F6747,R3,FL6747,2019-06-06 18:35:00,2019-06-07 01:30:00
F6748,R3,FL6748,2019-04-03 20:30:00,2019-04-04 23:00:00
F6749,R3,FL6749,2019-06-03 07:10:00,2019-06-04 07:40:00
F6750,R3,FL6750,2019-06-09 20:45:00,2019-06-10 07:10:00
F6751,R3,FL6751,2019-06-09 11:25:00,2019-06-09 21:00:00
F6752,R2,FL6752,2019-03-09 22:20:00,2019-03-10 00:40:00
F6753,R1,FL6753,2019-05-27 13:00:00,2019-05-27 15:50:00
F6754,R2,FL6754,2019-06-06 19:55:00,2019-06-06 22:25:00
F6755,R2,FL6755,2019-06-12 07:10:00,2019-06-12 22:40:00
F6756,R2,FL6756,2019-05-12 16:45:00,2019-05-13 08:55:00
F6757,R4,FL6757,2019-05-18 17:45:00,2019-05-18 20:05:00
F6758,R2,FL6758,2019-05-24 18:55:00,2019-05-25 11:59:59
F6759,R3,FL6759,2019-05-09 09:40:00,2019-05-10 04:25:00
F6760,R3,FL6760,2019-06-27 14:00:00,2019-06-27 19:00:00
F6761,R3,FL6761,2019-06-27 06:40:00,2019-06-27 21:00:00
F6762,R3,FL6762,2019-04-06 04:55:00,2019-04-06 13:19:59
F6763,R3,FL6763,2019-05-15 14:25:00,2019-05-15 19:35:00
F6764,R2,FL6764,2019-06-06 20:00:00,2019-06-07 08:15:00
F6765,R3,FL6765,2019-03-27 19:10:00,2019-03-28 04:25:00
F6766,R2,FL6766,2019-05-24 06:30:00,2019-05-24 16:20:00
F6767,R2,FL6767,2019-04-09 20:20:00,2019-04-09 22:55:00
F6768,R3,FL6768,2019-05-24 23:00:00,2019-05-25 19:15:00
F6769,R3,FL6769,2019-06-24 19:45:00,2019-06-25 12:34:59
F6770,R2,FL6770,2019-05-06 17:00:00,2019-05-07 10:45:00
F6771,R1,FL6771,2019-03-24 06:00:00,2019-03-24 08:45:00
F6772,R5,FL6772,2019-03-27 15:50:00,2019-03-27 17:20:00
F6773,R1,FL6773,2019-03-12 22:55:00,2019-03-13 15:14:59
F6774,R1,FL6774,2019-04-18 21:05:00,2019-04-18 23:55:00
F6775,R2,FL6775,2019-04-01 06:30:00,2019-04-01 16:20:00
F6776,R1,FL6776,2019-03-06 08:00:00,2019-03-06 23:00:00
F6777,R2,FL6777,2019-05-01 18:55:00,2019-05-02 10:05:00
F6778,R1,FL6778,2019-03-15 13:50:00,2019-03-15 22:10:00
F6779,R3,FL6779,2019-03-03 05:15:00,2019-03-04 06:50:00
F6780,R4,FL6780,2019-03-24 11:40:00,2019-03-24 13:55:00
F6781,R2,FL6781,2019-05-06 09:35:00,2019-05-06 23:35:00
F6782,R1,FL6782,2019-06-06 21:05:00,2019-06-06 23:55:00
F6783,R2,FL6783,2019-05-18 08:25:00,2019-05-19 09:20:00
F6784,R2,FL6784,2019-04-01 20:25:00,2019-04-02 10:55:00
F6785,R1,FL6785,2019-03-12 21:25:00,2019-03-13 10:25:00
F6786,R5,FL6786,2019-05-06 19:30:00,2019-05-06 20:45:00
F6787,R3,FL6787,2019-05-21 11:40:00,2019-05-21 19:15:00
F6788,R2,FL6788,2019-03-24 19:45:00,2019-03-25 23:25:00
F6789,R1,FL6789,2019-06-09 00:25:00,2019-06-09 03:15:00
F6790,R3,FL6790,2019-03-27 18:15:00,2019-03-28 01:35:00
F6791,R5,FL6791,2019-06-12 06:25:00,2019-06-12 07:55:00
F6792,R1,FL6792,2019-06-01 21:10:00,2019-06-02 00:05:00
F6793,R2,FL6793,2019-05-15 19:55:00,2019-05-15 22:25:00
F6794,R3,FL6794,2019-03-27 07:05:00,2019-03-28 09:25:00
F6795,R2,FL6795,2019-04-15 21:25:00,2019-04-16 00:05:00
F6796,R1,FL6796,2019-05-24 07:10:00,2019-05-24 10:10:00
F6797,R2,FL6797,2019-03-21 10:20:00,2019-03-21 12:55:00
F6798,R2,FL6798,2019-05-24 09:10:00,2019-05-25 11:05:00
F6799,R1,FL6799,2019-03-21 05:50:00,2019-03-21 12:20:00
F6800,R3,FL6800,2019-03-27 16:00:00,2019-03-28 04:25:00
F6801,R2,FL6801,2019-05-12 15:05:00,2019-05-12 20:20:00
F6802,R3,FL6802,2019-06-09 21:50:00,2019-06-10 19:00:00
F6803,R1,FL6803,2019-04-06 19:30:00,2019-04-06 22:15:00
F6804,R1,FL6804,2019-03-24 08:30:00,2019-03-24 11:30:00
F6805,R2,FL6805,2019-05-12 17:00:00,2019-05-13 22:05:00
F6806,R1,FL6806,2019-03-03 21:10:00,2019-03-04 00:05:00
F6807,R3,FL6807,2019-06-09 10:00:00,2019-06-10 01:30:00
F6808,R2,FL6808,2019-05-15 16:30:00,2019-05-15 23:35:00
F6809,R3,FL6809,2019-06-09 09:40:00,2019-06-10 04:25:00
F6810,R4,FL6810,2019-06-27 08:20:00,2019-06-27 10:35:00
F6811,R2,FL6811,2019-03-27 20:25:00,2019-03-27 23:05:00
F6812,R2,FL6812,2019-03-24 05:50:00,2019-03-24 13:40:00
F6813,R2,FL6813,2019-04-01 18:55:00,2019-04-02 22:35:00
F6814,R2,FL6814,2019-05-01 20:25:00,2019-05-02 21:05:00
F6815,R3,FL6815,2019-05-09 12:00:00,2019-05-09 19:15:00
F6816,R2,FL6816,2019-05-12 09:25:00,2019-05-12 21:50:00
F6817,R2,FL6817,2019-05-01 10:00:00,2019-05-01 16:15:00
F6818,R3,FL6818,2019-05-15 13:00:00,2019-05-15 21:00:00
F6819,R3,FL6819,2019-03-03 16:10:00,2019-03-03 22:20:00
F6820,R3,FL6820,2019-06-12 06:45:00,2019-06-13 04:25:00
F6821,R3,FL6821,2019-06-09 07:10:00,2019-06-09 22:30:00
F6822,R2,FL6822,2019-05-24 18:55:00,2019-05-25 04:40:00
F6823,R2,FL6823,2019-04-01 20:00:00,2019-04-02 19:50:00
F6824,R1,FL6824,2019-03-06 05:45:00,2019-03-06 19:10:00
F6825,R2,FL6825,2019-05-15 20:00:00,2019-05-16 10:05:00
F6826,R3,FL6826,2019-06-15 06:00:00,2019-06-15 19:00:00
F6827,R2,FL6827,2019-05-24 11:30:00,2019-05-24 14:05:00
F6828,R3,FL6828,2019-05-15 21:05:00,2019-05-16 00:20:00
F6829,R3,FL6829,2019-06-15 16:00:00,2019-06-16 01:30:00
F6830,R3,FL6830,2019-03-21 10:45:00,2019-03-22 18:50:00
F6831,R2,FL6831,2019-03-06 22:50:00,2019-03-07 01:20:00
F6832,R2,FL6832,2019-04-21 14:25:00,2019-04-21 16:55:00
F6833,R3,FL6833,2019-03-09 20:15:00,2019-03-10 19:15:00
F6834,R3,FL6834,2019-06-06 10:00:00,2019-06-07 01:30:00
F6835,R3,FL6835,2019-03-09 09:45:00,2019-03-09 21:20:00
F6836,R5,FL6836,2019-03-06 17:50:00,2019-03-07 16:50:00
F6837,R1,FL6837,2019-06-24 17:00:00,2019-06-24 19:35:00
F6838,R5,FL6838,2019-06-01 21:20:00,2019-06-01 22:50:00
F6839,R3,FL6839,2019-05-18 07:35:00,2019-05-18 16:10:00
F6840,R1,FL6840,2019-05-27 21:10:00,2019-05-28 00:05:00
F6841,R1,FL6841,2019-06-15 06:00:00,2019-06-15 08:45:00
F6842,R2,FL6842,2019-05-01 20:30:00,2019-05-02 13:45:00
F6843,R1,FL6843,2019-03-24 10:10:00,2019-03-24 13:00:00
F6844,R3,FL6844,2019-03-15 14:10:00,2019-03-15 17:10:00
F6845,R1,FL6845,2019-03-01 14:05:00,2019-03-02 10:25:00
F6846,R3,FL6846,2019-05-18 06:50:00,2019-05-18 22:30:00
F6847,R3,FL6847,2019-05-27 05:10:00,2019-05-27 08:00:00
F6848,R5,FL6848,2019-05-18 10:20:00,2019-05-18 11:50:00
F6849,R4,FL6849,2019-06-24 09:45:00,2019-06-24 12:00:00
F6850,R3,FL6850,2019-03-21 10:20:00,2019-03-22 18:50:00
F6851,R3,FL6851,2019-03-06 07:10:00,2019-03-06 21:20:00
F6852,R2,FL6852,2019-06-12 09:35:00,2019-06-12 19:10:00
F6853,R3,FL6853,2019-05-18 13:15:00,2019-05-19 09:25:00
F6854,R2,FL6854,2019-06-09 21:10:00,2019-06-10 04:40:00
F6855,R1,FL6855,2019-03-21 11:20:00,2019-03-21 15:24:59
F6856,R3,FL6856,2019-03-21 08:00:00,2019-03-21 19:15:00
F6857,R1,FL6857,2019-03-24 17:00:00,2019-03-24 19:45:00
F6858,R4,FL6858,2019-03-06 09:30:00,2019-03-06 12:05:00
F6859,R3,FL6859,2019-06-12 11:40:00,2019-06-12 21:00:00
F6860,R2,FL6860,2019-05-12 17:15:00,2019-05-12 19:50:00
F6861,R3,FL6861,2019-03-09 04:45:00,2019-03-09 12:54:59
F6862,R1,FL6862,2019-04-24 00:30:00,2019-04-24 03:25:00
F6863,R2,FL6863,2019-05-01 15:10:00,2019-05-01 23:30:00
F6864,R2,FL6864,2019-04-15 10:20:00,2019-04-15 12:55:00
F6865,R1,FL6865,2019-04-18 08:20:00,2019-04-18 11:20:00
F6866,R1,FL6866,2019-03-15 16:55:00,2019-03-15 21:50:00
F6867,R3,FL6867,2019-04-15 14:00:00,2019-04-15 19:00:00
F6868,R3,FL6868,2019-03-27 10:25:00,2019-03-27 19:19:59
F6869,R3,FL6869,2019-06-06 12:50:00,2019-06-06 19:15:00
F6870,R3,FL6870,2019-06-12 14:00:00,2019-06-12 19:00:00
F6871,R2,FL6871,2019-03-24 20:20:00,2019-03-25 20:25:00
F6872,R1,FL6872,2019-04-03 08:20:00,2019-04-03 11:20:00
F6873,R2,FL6873,2019-03-06 14:15:00,2019-03-06 16:45:00
F6874,R1,FL6874,2019-03-06 08:55:00,2019-03-07 05:05:00
F6875,R3,FL6875,2019-06-01 10:00:00,2019-06-02 01:30:00
F6876,R5,FL6876,2019-05-18 13:15:00,2019-05-18 14:45:00
F6877,R5,FL6877,2019-03-15 06:20:00,2019-03-15 07:40:00
F6878,R5,FL6878,2019-06-09 21:05:00,2019-06-09 22:25:00
F6879,R2,FL6879,2019-05-18 06:55:00,2019-05-18 09:30:00
F6880,R5,FL6880,2019-03-03 20:05:00,2019-03-03 21:35:00
F6881,R1,FL6881,2019-05-27 18:55:00,2019-05-27 22:00:00
F6882,R1,FL6882,2019-03-24 07:10:00,2019-03-24 10:05:00
F6883,R3,FL6883,2019-03-06 07:35:00,2019-03-06 12:00:00
F6884,R1,FL6884,2019-03-24 21:05:00,2019-03-24 23:55:00
F6885,R3,FL6885,2019-06-27 05:15:00,2019-06-28 19:15:00
F6886,R2,FL6886,2019-06-12 21:10:00,2019-06-13 10:05:00
