FlightID,BookingDate,TravelDate,FareAmount
F5548,2019-04-14,2019-05-12,14330
F5549,2019-03-01,2019-03-27,6076
F5550,2019-02-03,2019-03-01,4622
F5551,2019-04-28,2019-05-09,14388
F5552,2019-04-28,2019-05-21,9794
F5553,2019-05-05,2019-06-03,4804
F5554,2019-04-16,2019-05-09,9663
F5555,2019-04-11,2019-05-09,5842
F5556,2019-02-07,2019-03-03,15603
F5557,2019-02-06,2019-03-03,5618
F5558,2019-02-14,2019-03-03,6565
F5559,2019-03-16,2019-04-15,5221
F5560,2019-05-30,2019-06-27,10368
F5561,2019-06-02,2019-06-24,7480
F5562,2019-05-15,2019-06-12,13882
F5563,2019-05-27,2019-06-24,6442
F5564,2019-06-12,2019-06-24,4823
F5565,2019-04-27,2019-05-21,3873
F5566,2019-04-03,2019-05-01,12121
F5567,2019-03-30,2019-04-27,4423
F5568,2019-06-05,2019-06-24,5510
F5569,2019-03-22,2019-04-06,7229
F5570,2019-05-23,2019-06-09,10577
F5571,2019-03-23,2019-03-27,8040
F5572,2019-05-25,2019-06-03,14714
F5573,2019-05-19,2019-06-09,7229
F5574,2019-03-12,2019-03-21,6653
F5575,2019-06-08,2019-06-24,6442
F5576,2019-04-20,2019-05-12,4804
F5577,2019-04-10,2019-05-09,9417
F5578,2019-04-29,2019-05-24,10844
F5579,2019-05-06,2019-05-12,7229
F5580,2019-02-06,2019-03-06,15400
F5581,2019-06-04,2019-06-15,6416
F5582,2019-03-28,2019-04-03,5176
F5583,2019-03-12,2019-03-21,9264
F5584,2019-05-14,2019-06-06,13587
F5585,2019-04-29,2019-05-01,3597
F5586,2019-04-06,2019-04-27,4282
F5587,2019-06-22,2019-06-27,4995
F5588,2019-05-21,2019-06-01,4804
F5589,2019-04-09,2019-05-06,10844
F5590,2019-05-25,2019-06-01,14714
F5591,2019-06-03,2019-06-06,14571
F5592,2019-03-17,2019-03-21,7832
F5593,2019-03-28,2019-04-01,11467
F5594,2019-04-22,2019-05-09,10953
F5595,2019-02-12,2019-03-09,4148
F5596,2019-04-10,2019-05-09,3873
F5597,2019-04-03,2019-04-27,3943
F5598,2019-03-02,2019-03-27,6151
F5599,2019-03-07,2019-03-12,12080
F5600,2019-04-29,2019-05-09,13584
F5601,2019-04-21,2019-05-06,6979
F5602,2019-02-27,2019-03-09,4482
F5603,2019-03-30,2019-04-01,6284
F5604,2019-05-02,2019-05-24,4226
F5605,2019-02-09,2019-03-09,6442
F5606,2019-05-17,2019-05-18,12373
F5607,2019-02-19,2019-03-12,11297
F5608,2019-05-04,2019-05-24,14083
F5609,2019-05-19,2019-06-03,7202
F5610,2019-03-06,2019-03-21,11667
F5611,2019-05-13,2019-05-24,10844
F5612,2019-02-20,2019-03-15,5932
F5613,2019-06-05,2019-06-24,9001
F5614,2019-06-04,2019-06-06,13469
F5615,2019-05-21,2019-06-15,2227
F5616,2019-04-15,2019-05-15,5636
F5617,2019-05-21,2019-06-06,15965
F5618,2019-06-17,2019-06-24,5054
F5619,2019-02-23,2019-03-21,5999
F5620,2019-04-07,2019-05-01,4823
F5621,2019-05-13,2019-06-12,8479
F5622,2019-05-06,2019-05-15,8452
F5623,2019-05-11,2019-06-03,14924
F5624,2019-05-24,2019-06-03,10441
F5625,2019-05-02,2019-05-21,7485
F5626,2019-05-11,2019-06-06,6478
F5627,2019-05-24,2019-05-27,15129
F5628,2019-04-10,2019-05-01,3809
F5629,2019-06-22,2019-06-24,18581
F5630,2019-05-22,2019-06-09,5224
F5631,2019-05-01,2019-05-09,8330
F5632,2019-06-04,2019-06-09,6961
F5633,2019-06-07,2019-06-09,10262
F5634,2019-06-06,2019-06-21,2754
F5635,2019-04-20,2019-05-18,13727
F5636,2019-04-10,2019-04-27,3898
F5637,2019-03-09,2019-03-12,11087
F5638,2019-03-13,2019-04-06,3383
F5639,2019-03-18,2019-03-21,12557
F5640,2019-03-03,2019-03-21,8273
F5641,2019-03-04,2019-03-12,9736
F5642,2019-06-11,2019-06-24,10262
F5643,2019-03-29,2019-04-09,11664
F5644,2019-04-19,2019-05-01,4591
F5645,2019-03-17,2019-03-18,13502
F5646,2019-06-11,2019-06-27,8372
F5647,2019-04-04,2019-04-21,6121
F5648,2019-03-01,2019-03-21,5613
F5649,2019-03-07,2019-04-06,5298
F5650,2019-02-24,2019-03-09,15764
F5651,2019-06-13,2019-06-15,6253
F5652,2019-04-27,2019-05-18,8586
F5653,2019-03-14,2019-03-27,12273
F5654,2019-05-03,2019-05-15,2227
F5655,2019-06-09,2019-06-12,5769
F5656,2019-03-26,2019-04-18,6216
F5657,2019-05-10,2019-06-03,6386
F5658,2019-05-15,2019-06-01,16108
F5659,2019-05-22,2019-05-24,3873
F5660,2019-03-17,2019-04-09,6270
F5661,2019-04-05,2019-04-12,5911
F5662,2019-02-05,2019-03-06,15077
F5663,2019-02-26,2019-03-01,31825
F5664,2019-04-27,2019-05-06,8479
F5665,2019-04-12,2019-05-12,9397
F5666,2019-05-26,2019-06-03,10262
F5667,2019-03-06,2019-04-03,4729
F5668,2019-05-28,2019-06-01,14714
F5669,2019-05-12,2019-05-15,4804
F5670,2019-05-17,2019-06-03,4804
F5671,2019-03-03,2019-04-01,2050
F5672,2019-03-17,2019-03-27,8371
F5673,2019-06-21,2019-06-27,12192
F5674,2019-03-01,2019-03-21,14629
F5675,2019-03-28,2019-04-09,4823
F5676,2019-04-30,2019-05-09,14323
F5677,2019-05-04,2019-05-09,15129
F5678,2019-04-29,2019-05-18,6758
F5679,2019-05-19,2019-05-21,14848
F5680,2019-02-18,2019-03-03,12358
F5681,2019-05-20,2019-05-21,4030
F5682,2019-02-08,2019-03-09,4960
F5683,2019-03-20,2019-03-27,8656
F5684,2019-02-16,2019-03-06,14871
F5685,2019-03-07,2019-03-27,4563
F5686,2019-02-21,2019-03-06,4784
F5687,2019-05-15,2019-06-01,4823
F5688,2019-04-07,2019-05-03,3687
F5689,2019-04-14,2019-04-27,7229
F5690,2019-03-17,2019-04-15,7229
F5691,2019-04-08,2019-04-21,7174
F5692,2019-03-08,2019-03-21,11071
F5693,2019-04-24,2019-05-15,6979
F5694,2019-05-09,2019-05-15,3850
F5695,2019-06-09,2019-06-12,13044
F5696,2019-04-21,2019-05-18,12373
F5697,2019-05-16,2019-05-18,13801
F5698,2019-05-31,2019-06-01,4823
F5699,2019-05-15,2019-06-09,6587
F5700,2019-05-11,2019-06-03,2227
F5701,2019-06-04,2019-06-09,14151
F5702,2019-02-27,2019-03-01,25430
F5703,2019-06-26,2019-06-27,4319
F5704,2019-02-11,2019-03-03,14462
F5705,2019-05-15,2019-05-21,8586
F5706,2019-05-27,2019-06-09,7662
F5707,2019-04-17,2019-05-03,4995
F5708,2019-05-16,2019-06-09,7408
F5709,2019-03-11,2019-03-15,5678
F5710,2019-05-31,2019-06-09,5678
F5711,2019-02-26,2019-03-01,26890
F5712,2019-02-14,2019-03-06,13904
F5713,2019-05-11,2019-06-01,15318
F5714,2019-05-13,2019-05-15,8452
F5715,2019-06-08,2019-06-09,6314
F5716,2019-04-30,2019-05-01,10203
F5717,2019-05-20,2019-06-15,3597
F5718,2019-06-02,2019-06-12,8266
F5719,2019-05-06,2019-05-18,12373
F5720,2019-02-14,2019-03-01,36235
F5721,2019-02-09,2019-03-03,14871
F5722,2019-04-06,2019-04-12,7229
F5723,2019-03-26,2019-04-24,4804
F5724,2019-02-14,2019-03-03,7303
F5725,2019-05-20,2019-06-01,13587
F5726,2019-04-24,2019-05-18,7740
F5727,2019-02-21,2019-03-01,7295
F5728,2019-02-17,2019-03-03,18916
F5729,2019-05-09,2019-05-21,8266
F5730,2019-05-05,2019-05-18,12373
F5731,2019-05-13,2019-05-18,11188
F5732,2019-05-02,2019-05-18,14151
F5733,2019-05-27,2019-06-01,14714
F5734,2019-03-30,2019-04-06,7229
F5735,2019-03-21,2019-03-27,12242
F5736,2019-03-07,2019-03-15,9134
F5737,2019-04-12,2019-05-01,3943
F5738,2019-05-22,2019-06-01,6961
F5739,2019-02-16,2019-03-12,23843
F5740,2019-05-12,2019-05-24,3597
F5741,2019-06-25,2019-06-27,7408
F5742,2019-04-27,2019-05-27,3257
F5743,2019-04-21,2019-05-06,1965
F5744,2019-03-24,2019-03-27,9100
F5745,2019-06-03,2019-06-18,3100
F5746,2019-02-06,2019-03-01,26890
F5747,2019-05-27,2019-06-24,8016
F5748,2019-03-09,2019-03-24,12173
F5749,2019-05-14,2019-05-27,8784
F5750,2019-04-17,2019-05-09,5298
F5751,2019-03-05,2019-03-09,11087
F5752,2019-05-25,2019-06-09,5409
F5753,2019-04-22,2019-05-01,5842
F5754,2019-03-07,2019-03-18,2228
F5755,2019-04-18,2019-05-06,3543
F5756,2019-05-08,2019-05-21,7228
F5757,2019-03-23,2019-04-15,6287
F5758,2019-06-15,2019-06-27,13377
F5759,2019-03-02,2019-03-03,6985
F5760,2019-05-12,2019-06-03,8372
F5761,2019-05-06,2019-05-21,14687
F5762,2019-02-21,2019-03-09,9564
F5763,2019-03-01,2019-03-12,12080
F5764,2019-05-15,2019-06-03,18275
F5765,2019-06-04,2019-06-06,6093
F5766,2019-02-28,2019-03-09,14861
F5767,2019-05-13,2019-05-18,4804
F5768,2019-04-17,2019-05-01,9314
F5769,2019-04-12,2019-05-09,9794
F5770,2019-05-04,2019-05-21,13029
F5771,2019-06-02,2019-06-03,3841
F5772,2019-03-11,2019-03-18,12284
F5773,2019-05-20,2019-06-09,14714
F5774,2019-03-27,2019-04-01,7064
F5775,2019-04-29,2019-05-18,5198
F5776,2019-05-05,2019-05-15,14781
F5777,2019-06-20,2019-06-24,13381
F5778,2019-05-29,2019-06-01,6094
F5779,2019-05-07,2019-06-01,5298
F5780,2019-06-18,2019-06-27,7408
F5781,2019-04-17,2019-05-12,14388
F5782,2019-06-14,2019-06-24,9443
F5783,2019-02-20,2019-03-03,11762
F5784,2019-06-01,2019-06-27,7480
F5785,2019-03-07,2019-03-15,5406
F5786,2019-05-14,2019-06-12,9564
F5787,2019-06-07,2019-06-09,10368
F5788,2019-04-22,2019-05-09,5636
F5789,2019-04-30,2019-05-09,1965
F5790,2019-06-08,2019-06-12,12739
F5791,2019-02-23,2019-03-12,4148
F5792,2019-04-26,2019-05-09,7191
F5793,2019-05-23,2019-06-06,10262
F5794,2019-02-24,2019-03-24,12312
F5795,2019-05-18,2019-06-03,10262
F5796,2019-05-27,2019-06-15,9564
F5797,2019-03-13,2019-03-24,13759
F5798,2019-05-03,2019-05-06,8610
F5799,2019-06-13,2019-06-15,14714
F5800,2019-05-14,2019-06-03,4823
F5801,2019-05-08,2019-05-27,6451
F5802,2019-05-04,2019-05-21,16079
F5803,2019-05-05,2019-06-01,7202
F5804,2019-03-09,2019-03-24,4944
F5805,2019-05-12,2019-06-01,3625
F5806,2019-04-10,2019-05-09,9663
F5807,2019-05-07,2019-05-15,9794
F5808,2019-04-30,2019-05-01,2437
F5809,2019-06-11,2019-06-15,13377
F5810,2019-05-07,2019-06-06,8586
F5811,2019-02-05,2019-03-06,19225
F5812,2019-04-22,2019-05-18,15554
F5813,2019-04-14,2019-05-01,12121
F5814,2019-05-19,2019-05-27,3943
F5815,2019-03-09,2019-03-18,13555
F5816,2019-06-10,2019-06-21,4990
F5817,2019-02-04,2019-03-06,8854
F5818,2019-05-06,2019-05-27,7878
F5819,2019-02-05,2019-03-03,8028
F5820,2019-04-29,2019-05-09,8586
F5821,2019-04-19,2019-05-01,15164
F5822,2019-02-19,2019-03-18,12284
F5823,2019-06-10,2019-06-21,4995
F5824,2019-05-13,2019-05-27,10051
F5825,2019-05-19,2019-05-21,9663
F5826,2019-04-20,2019-05-01,14424
F5827,2019-06-01,2019-06-15,14714
F5828,2019-04-25,2019-05-24,3100
F5829,2019-05-11,2019-06-06,6493
F5830,2019-05-27,2019-06-06,14571
F5831,2019-06-13,2019-06-15,10368
F5832,2019-05-28,2019-06-03,14714
F5833,2019-04-20,2019-05-18,3543
F5834,2019-06-01,2019-06-06,6810
F5835,2019-03-05,2019-03-24,5201
F5836,2019-06-01,2019-06-24,13377
F5837,2019-03-06,2019-03-21,14629
F5838,2019-03-10,2019-04-09,6093
F5839,2019-06-01,2019-06-12,15419
F5840,2019-05-06,2019-05-21,13484
F5841,2019-04-27,2019-05-18,8372
F5842,2019-02-19,2019-03-15,8534
F5843,2019-05-05,2019-05-15,4030
F5844,2019-06-02,2019-06-24,13292
F5845,2019-06-20,2019-06-24,13014
F5846,2019-03-04,2019-03-09,16754
F5847,2019-02-01,2019-03-01,6565
F5848,2019-05-16,2019-05-27,16079
F5849,2019-04-15,2019-05-09,11507
F5850,2019-03-05,2019-03-06,12395
F5851,2019-02-16,2019-03-01,22153
F5852,2019-06-04,2019-06-27,10919
F5853,2019-03-10,2019-03-24,13759
F5854,2019-03-27,2019-04-18,6094
F5855,2019-05-12,2019-05-21,11542
F5856,2019-05-28,2019-06-09,13376
F5857,2019-02-27,2019-03-01,25735
F5858,2019-03-02,2019-03-06,17471
F5859,2019-05-29,2019-06-09,10844
F5860,2019-05-15,2019-06-03,8372
F5861,2019-06-10,2019-06-15,3858
F5862,2019-02-13,2019-03-15,5694
F5863,2019-02-11,2019-03-03,17234
F5864,2019-03-29,2019-04-09,11546
F5865,2019-02-06,2019-03-03,8028
F5866,2019-06-13,2019-06-15,8016
F5867,2019-05-01,2019-05-24,10413
F5868,2019-02-16,2019-03-12,11948
F5869,2019-03-28,2019-04-01,3205
F5870,2019-05-17,2019-05-18,4423
F5871,2019-03-21,2019-03-24,4878
F5872,2019-04-08,2019-04-15,5912
F5873,2019-04-26,2019-05-12,11411
F5874,2019-06-05,2019-06-24,7618
F5875,2019-04-03,2019-04-12,7229
F5876,2019-06-14,2019-06-27,6147
F5877,2019-05-20,2019-06-15,14237
F5878,2019-03-17,2019-03-21,6101
F5879,2019-05-19,2019-05-21,12324
F5880,2019-02-28,2019-03-01,18387
F5881,2019-05-18,2019-06-03,10262
F5882,2019-06-03,2019-06-15,10262
F5883,2019-03-22,2019-04-21,7229
F5884,2019-06-16,2019-06-27,3807
F5885,2019-03-09,2019-03-21,7695
F5886,2019-05-11,2019-05-18,12723
F5887,2019-04-26,2019-05-15,2175
F5888,2019-05-10,2019-05-27,6628
F5889,2019-06-01,2019-06-12,13376
F5890,2019-03-05,2019-03-27,4148
F5891,2019-03-07,2019-03-27,9254
F5892,2019-06-22,2019-06-24,8016
F5893,2019-04-01,2019-05-01,4030
F5894,2019-04-24,2019-05-12,5198
F5895,2019-04-10,2019-04-15,4409
F5896,2019-02-24,2019-03-01,10082
F5897,2019-05-05,2019-05-18,9663
F5898,2019-03-13,2019-04-03,3971
F5899,2019-02-18,2019-03-15,6297
F5900,2019-05-06,2019-05-09,3573
F5901,2019-05-15,2019-05-21,10844
F5902,2019-04-16,2019-04-27,4423
F5903,2019-03-05,2019-03-06,19225
F5904,2019-02-18,2019-03-12,6297
F5905,2019-02-21,2019-03-06,3849
F5906,2019-02-18,2019-03-06,15078
F5907,2019-04-15,2019-05-12,4205
F5908,2019-05-13,2019-05-27,5228
F5909,2019-05-23,2019-06-06,7408
F5910,2019-06-05,2019-06-09,7229
F5911,2019-05-18,2019-06-15,10919
F5912,2019-04-01,2019-05-01,4544
F5913,2019-03-11,2019-03-21,6540
F5914,2019-03-05,2019-03-21,9483
F5915,2019-05-19,2019-05-21,16079
F5916,2019-05-30,2019-06-01,13377
F5917,2019-05-11,2019-06-03,4823
F5918,2019-04-17,2019-05-15,14151
F5919,2019-04-12,2019-05-09,6095
F5920,2019-05-04,2019-05-27,12029
F5921,2019-03-12,2019-04-06,4437
F5922,2019-06-24,2019-06-27,3419
F5923,2019-03-03,2019-04-01,3943
F5924,2019-02-25,2019-03-21,13542
F5925,2019-06-14,2019-06-27,7174
F5926,2019-02-21,2019-03-09,7417
F5927,2019-04-10,2019-05-09,16704
F5928,2019-02-28,2019-03-18,4435
F5929,2019-05-15,2019-05-21,11432
F5930,2019-06-05,2019-06-21,3383
F5931,2019-04-07,2019-04-21,4804
F5932,2019-05-19,2019-05-27,3383
F5933,2019-05-02,2019-05-24,6991
F5934,2019-04-09,2019-05-09,10441
F5935,2019-02-28,2019-03-21,5073
F5936,2019-02-22,2019-03-21,7695
F5937,2019-05-07,2019-05-24,7480
F5938,2019-06-04,2019-06-09,10262
F5939,2019-02-14,2019-03-12,13817
F5940,2019-05-08,2019-05-21,13067
F5941,2019-05-07,2019-06-06,1965
F5942,2019-05-28,2019-06-06,6674
F5943,2019-02-26,2019-03-12,16172
F5944,2019-06-02,2019-06-24,7268
F5945,2019-03-02,2019-03-15,17524
F5946,2019-05-07,2019-05-21,7888
F5947,2019-05-25,2019-06-06,2754
F5948,2019-02-09,2019-03-03,10573
F5949,2019-05-13,2019-06-09,11789
F5950,2019-04-07,2019-05-06,13067
F5951,2019-03-06,2019-03-24,4238
F5952,2019-05-17,2019-05-21,9794
F5953,2019-02-22,2019-03-21,7615
F5954,2019-03-11,2019-03-21,11664
F5955,2019-03-12,2019-04-01,7064
F5956,2019-04-10,2019-04-15,3809
F5957,2019-05-27,2019-06-18,3841
F5958,2019-05-24,2019-05-27,6795
F5959,2019-04-19,2019-04-24,4565
F5960,2019-02-17,2019-03-09,12351
F5961,2019-02-23,2019-03-18,5021
F5962,2019-05-07,2019-05-21,10467
F5963,2019-04-03,2019-04-15,6121
F5964,2019-02-26,2019-03-15,6300
F5965,2019-02-01,2019-03-01,10715
F5966,2019-05-17,2019-05-24,5510
F5967,2019-04-07,2019-05-03,6144
F5968,2019-02-17,2019-03-06,19329
F5969,2019-02-20,2019-03-06,13253
F5970,2019-04-12,2019-05-12,13941
F5971,2019-03-11,2019-04-01,4488
F5972,2019-05-21,2019-06-03,3841
F5973,2019-04-25,2019-05-15,7575
F5974,2019-05-22,2019-05-27,9968
F5975,2019-05-07,2019-05-09,15129
F5976,2019-05-05,2019-05-06,4864
F5977,2019-05-15,2019-06-03,7480
F5978,2019-02-09,2019-03-06,15867
F5979,2019-05-01,2019-05-21,13067
F5980,2019-04-09,2019-05-09,8366
F5981,2019-02-02,2019-03-03,21571
F5982,2019-04-21,2019-05-12,4282
F5983,2019-05-01,2019-05-09,13591
F5984,2019-03-06,2019-04-01,7927
F5985,2019-05-17,2019-06-03,14714
F5986,2019-02-13,2019-03-12,11087
F5987,2019-02-22,2019-03-01,28322
F5988,2019-04-10,2019-05-01,9314
F5989,2019-06-07,2019-06-09,7060
F5990,2019-01-30,2019-03-01,7900
F5991,2019-06-12,2019-06-24,5678
F5992,2019-04-20,2019-04-24,4860
F5993,2019-04-17,2019-05-01,2017
F5994,2019-06-05,2019-06-12,5069
F5995,2019-05-25,2019-06-09,9397
F5996,2019-04-03,2019-04-06,5073
F5997,2019-03-03,2019-03-24,15145
F5998,2019-06-05,2019-06-24,8099
F5999,2019-03-03,2019-03-06,14594
F6000,2019-03-09,2019-03-27,4729
F6001,2019-05-19,2019-05-21,4804
F6002,2019-05-23,2019-05-27,19644
F6003,2019-03-08,2019-03-27,8656
F6004,2019-05-20,2019-06-09,13014
F6005,2019-03-21,2019-03-27,6442
F6006,2019-04-12,2019-05-09,12373
F6007,2019-05-19,2019-06-06,10539
F6008,2019-05-04,2019-05-21,10844
F6009,2019-05-16,2019-06-06,8452
F6010,2019-05-11,2019-05-18,7144
F6011,2019-02-25,2019-03-09,5126
F6012,2019-05-20,2019-06-12,6795
F6013,2019-05-01,2019-05-12,8586
F6014,2019-05-08,2019-05-18,4439
F6015,2019-03-14,2019-03-15,6205
F6016,2019-04-23,2019-05-06,4284
F6017,2019-06-01,2019-06-06,14571
F6018,2019-03-30,2019-04-06,3807
F6019,2019-02-21,2019-03-06,3850
F6020,2019-05-07,2019-05-18,8479
F6021,2019-04-30,2019-05-18,8073
F6022,2019-05-07,2019-06-01,3943
F6023,2019-04-22,2019-05-09,4332
F6024,2019-04-24,2019-04-27,4174
F6025,2019-02-20,2019-03-01,14594
F6026,2019-05-07,2019-06-03,11507
F6027,2019-06-04,2019-06-15,6093
F6028,2019-03-20,2019-03-24,8033
F6029,2019-06-05,2019-06-27,4823
F6030,2019-05-18,2019-06-03,13292
F6031,2019-06-05,2019-06-15,9526
F6032,2019-02-24,2019-03-21,3815
F6033,2019-06-18,2019-06-27,3597
F6034,2019-05-26,2019-06-15,13376
F6035,2019-05-01,2019-05-09,2017
F6036,2019-03-03,2019-03-24,11853
F6037,2019-05-25,2019-06-12,10262
F6038,2019-03-02,2019-03-24,3859
F6039,2019-05-21,2019-06-09,12744
F6040,2019-05-29,2019-06-01,18485
F6041,2019-04-11,2019-05-06,13227
F6042,2019-05-28,2019-06-21,3597
F6043,2019-05-03,2019-05-12,4804
F6044,2019-05-18,2019-06-15,4423
F6045,2019-06-01,2019-06-09,10262
F6046,2019-04-25,2019-05-06,3543
F6047,2019-03-25,2019-04-12,4174
F6048,2019-03-06,2019-03-09,7084
F6049,2019-04-26,2019-05-15,14960
F6050,2019-03-01,2019-03-24,13339
F6051,2019-03-13,2019-04-12,7229
F6052,2019-04-22,2019-05-18,6818
F6053,2019-06-05,2019-06-06,13376
F6054,2019-05-28,2019-06-09,6316
F6055,2019-06-10,2019-06-18,5201
F6056,2019-05-09,2019-05-18,10958
F6057,2019-06-15,2019-06-21,3858
F6058,2019-05-12,2019-06-09,10262
F6059,2019-05-19,2019-05-24,8996
F6060,2019-02-28,2019-03-27,8098
F6061,2019-04-30,2019-05-01,3543
F6062,2019-05-02,2019-05-24,10529
F6063,2019-02-28,2019-03-21,7438
F6064,2019-04-19,2019-05-09,12373
F6065,2019-05-18,2019-05-27,4823
F6066,2019-05-28,2019-06-21,5769
F6067,2019-03-01,2019-03-21,9042
F6068,2019-03-30,2019-04-06,4697
F6069,2019-04-21,2019-05-09,10844
F6070,2019-06-08,2019-06-09,8420
F6071,2019-02-05,2019-03-06,7563
F6072,2019-04-17,2019-05-15,7480
F6073,2019-04-27,2019-05-06,4030
F6074,2019-05-23,2019-06-12,6513
F6075,2019-05-17,2019-06-09,8355
F6076,2019-05-07,2019-05-21,16655
F6077,2019-04-22,2019-05-18,10844
F6078,2019-05-28,2019-06-21,3873
F6079,2019-05-12,2019-06-09,5224
F6080,2019-05-02,2019-05-15,10844
F6081,2019-02-20,2019-03-03,4778
F6082,2019-03-01,2019-03-09,16289
F6083,2019-03-08,2019-03-18,5674
F6084,2019-02-10,2019-03-12,12854
F6085,2019-03-05,2019-03-09,8425
F6086,2019-03-04,2019-03-21,9328
F6087,2019-02-03,2019-03-03,17057
F6088,2019-04-30,2019-05-03,7229
F6089,2019-02-12,2019-03-03,14871
F6090,2019-05-30,2019-06-27,14300
F6091,2019-05-16,2019-06-12,8529
F6092,2019-05-13,2019-06-09,10877
F6093,2019-05-17,2019-05-21,5386
F6094,2019-03-01,2019-03-27,11622
F6095,2019-05-16,2019-05-27,10197
F6096,2019-04-27,2019-05-21,8028
F6097,2019-05-30,2019-06-01,2754
F6098,2019-02-24,2019-03-03,6781
F6099,2019-05-09,2019-05-21,3841
F6100,2019-05-07,2019-06-06,8266
F6101,2019-02-24,2019-03-24,6144
F6102,2019-04-14,2019-04-24,4544
F6103,2019-05-18,2019-06-03,14441
F6104,2019-06-02,2019-06-12,3100
F6105,2019-04-21,2019-05-18,13067
F6106,2019-05-19,2019-06-12,8529
F6107,2019-05-05,2019-05-15,6442
F6108,2019-06-15,2019-06-27,6480
F6109,2019-02-17,2019-03-03,11003
F6110,2019-05-29,2019-06-12,4668
F6111,2019-05-08,2019-05-09,13941
F6112,2019-05-08,2019-05-12,8820
F6113,2019-03-01,2019-03-09,9064
F6114,2019-05-29,2019-06-06,10844
F6115,2019-05-10,2019-05-18,15129
F6116,2019-04-12,2019-05-09,6513
F6117,2019-06-03,2019-06-09,14676
F6118,2019-04-25,2019-05-18,4823
F6119,2019-03-15,2019-04-12,4174
F6120,2019-02-22,2019-03-09,19172
F6121,2019-03-27,2019-04-12,4423
F6122,2019-05-18,2019-06-12,3873
F6123,2019-05-15,2019-06-03,7189
F6124,2019-05-14,2019-06-06,13731
F6125,2019-04-15,2019-05-12,14151
F6126,2019-05-14,2019-05-21,4667
F6127,2019-02-22,2019-03-21,8834
F6128,2019-04-23,2019-05-01,11467
F6129,2019-02-20,2019-03-06,12395
F6130,2019-05-04,2019-05-21,7858
F6131,2019-05-23,2019-05-24,4804
F6132,2019-05-24,2019-06-09,13469
F6133,2019-02-19,2019-03-06,7673
F6134,2019-05-11,2019-06-09,14151
F6135,2019-06-19,2019-06-24,10262
F6136,2019-06-02,2019-06-24,13014
F6137,2019-04-29,2019-05-09,12373
F6138,2019-05-03,2019-05-18,11399
F6139,2019-04-16,2019-05-06,3971
F6140,2019-05-30,2019-06-27,6007
F6141,2019-02-18,2019-03-15,6383
F6142,2019-04-17,2019-05-12,5740
F6143,2019-06-09,2019-06-15,1965
F6144,2019-03-08,2019-03-21,5935
F6145,2019-03-29,2019-04-06,4174
F6146,2019-03-09,2019-03-21,7738
F6147,2019-05-14,2019-05-24,10441
F6148,2019-03-01,2019-03-15,3100
F6149,2019-05-25,2019-06-06,14714
F6150,2019-05-10,2019-06-09,9135
F6151,2019-03-05,2019-04-01,7893
F6152,2019-04-29,2019-05-06,12121
F6153,2019-06-07,2019-06-09,6094
F6154,2019-05-30,2019-06-09,4423
F6155,2019-02-26,2019-03-21,7832
F6156,2019-03-06,2019-04-03,5403
F6157,2019-03-24,2019-04-01,3841
F6158,2019-03-04,2019-03-21,11093
F6159,2019-04-10,2019-04-24,7229
F6160,2019-05-18,2019-05-27,4823
F6161,2019-04-25,2019-05-01,11467
F6162,2019-04-15,2019-05-01,6111
F6163,2019-04-27,2019-05-09,8066
F6164,2019-02-26,2019-03-27,7258
F6165,2019-03-16,2019-03-27,4729
F6166,2019-03-03,2019-03-06,15135
F6167,2019-05-22,2019-05-24,12718
F6168,2019-06-04,2019-06-18,5678
F6169,2019-06-10,2019-06-24,5298
F6170,2019-02-13,2019-03-06,14815
F6171,2019-06-14,2019-06-24,13014
F6172,2019-05-10,2019-05-18,4491
F6173,2019-03-16,2019-03-27,11421
F6174,2019-03-02,2019-03-18,12284
F6175,2019-05-11,2019-05-12,7229
F6176,2019-04-14,2019-04-15,4823
F6177,2019-06-10,2019-06-27,12898
F6178,2019-05-28,2019-06-27,13587
F6179,2019-04-23,2019-05-18,12373
F6180,2019-02-21,2019-03-21,5999
F6181,2019-05-13,2019-05-18,10907
F6182,2019-05-22,2019-06-06,14151
F6183,2019-05-10,2019-05-12,4591
F6184,2019-02-17,2019-03-06,19225
F6185,2019-04-16,2019-05-06,9663
F6186,2019-04-28,2019-05-01,10844
F6187,2019-05-08,2019-05-09,13727
F6188,2019-05-17,2019-05-18,14151
F6189,2019-06-07,2019-06-27,10262
F6190,2019-05-18,2019-06-12,3873
F6191,2019-06-16,2019-06-24,13014
F6192,2019-05-23,2019-06-21,5510
F6193,2019-02-17,2019-03-09,17282
F6194,2019-03-14,2019-03-27,6653
F6195,2019-02-24,2019-03-03,12214
F6196,2019-04-23,2019-05-01,3625
F6197,2019-02-14,2019-03-03,6860
F6198,2019-06-13,2019-06-24,3876
F6199,2019-04-17,2019-04-27,5613
F6200,2019-03-16,2019-03-27,8971
F6201,2019-05-03,2019-05-21,4030
F6202,2019-03-14,2019-03-27,8075
F6203,2019-05-18,2019-06-15,7005
F6204,2019-02-16,2019-03-06,4778
F6205,2019-04-15,2019-05-09,3687
F6206,2019-05-17,2019-06-09,10262
F6207,2019-02-13,2019-03-03,15113
F6208,2019-04-21,2019-05-06,6979
F6209,2019-03-19,2019-03-21,6717
F6210,2019-02-15,2019-03-06,16736
F6211,2019-02-24,2019-03-15,7192
F6212,2019-04-06,2019-04-15,4226
