FlightID,AircraftModel,TailNumber
F5019,Boeing 787-8,VT-OOA
F5020,Boeing 737-900,VT-ZFH
F5021,Airbus A319,VT-LRV
F5022,Airbus A320,VT-MCN
F5023,Bombardier Q400,VT-LJQ
F5024,Airbus A319,VT-PQT
F5025,Boeing 737-900,VT-HAI
F5026,Boeing 787-8,VT-JDB
F5027,ATR 72-600,VT-LAR
F5028,Airbus A320,VT-TDM
F5029,Airbus A319,VT-YPN
F5030,Boeing 777-300ER,VT-JKG
F5031,Boeing 737-800,VT-ZNJ
F5032,Boeing 787-8,VT-YBH
F5033,Boeing 737-900,VT-MBK
F5034,Airbus A319,VT-NSR
F5035,Boeing 737-800,VT-BMO
F5036,Boeing 737-900,VT-GMH
F5037,Boeing 787-8,VT-BJO
F5038,Bombardier Q400,VT-JXV
F5039,Bombardier Q400,VT-JJH
F5040,Boeing 737-900,VT-GWX
F5041,Boeing 737-900,VT-JES
F5042,Boeing 777-300ER,VT-PNN
F5043,ATR 72-600,VT-LOG
F5044,Boeing 737-900,VT-HGO
F5045,Boeing 737-900,VT-RZQ
F5046,Airbus A321,VT-UYD
F5047,Bombardier Q400,VT-KXJ
F5048,Airbus A320,VT-JXL
F5049,Airbus A319,VT-AGC
F5050,Airbus A321,VT-LEE
F5051,Airbus A321,VT-EEG
F5052,Boeing 737-900,VT-QKK
F5053,Boeing 737-900,VT-WFH
F5054,Bombardier Q400,VT-QJD
F5055,Bombardier Q400,VT-NJJ
F5056,Boeing 737-800,VT-NFE
F5057,Airbus A319,VT-ICP
F5058,Boeing 787-8,VT-ZBY
F5059,Boeing 777-300ER,VT-IKX
F5060,ATR 72-600,VT-VNF
F5061,Boeing 737-800,VT-AVB
F5062,Airbus A320,VT-TZB
F5063,Airbus A321,VT-JNO
F5064,Airbus A320,VT-AUX
F5065,Airbus A319,VT-OFD
F5066,Airbus A319,VT-AJH
F5067,Airbus A319,VT-WGC
F5068,Boeing 787-8,VT-CCW
F5069,Boeing 777-300ER,VT-MBE
F5070,Boeing 787-8,VT-ACW
F5071,Airbus A320,VT-LEN
F5072,Airbus A321,VT-DHL
F5073,Airbus A320,VT-EWS
F5074,Airbus A321,VT-NJS
F5075,Boeing 777-300ER,VT-NKT
F5076,Boeing 787-8,VT-LDJ
F5077,Boeing 777-300ER,VT-RFY
F5078,Boeing 777-300ER,VT-KYI
F5079,ATR 72-600,VT-RCI
F5080,Bombardier Q400,VT-AVG
F5081,Airbus A319,VT-HTC
F5082,Airbus A320,VT-GSS
F5083,Boeing 787-8,VT-PHG
F5084,Airbus A319,VT-GQJ
F5085,Airbus A320,VT-WJR
F5086,Airbus A319,VT-GUC
F5087,Boeing 737-800,VT-NFQ
F5088,Airbus A319,VT-EFC
F5089,Airbus A320,VT-EIN
F5090,Bombardier Q400,VT-GFB
F5091,Bombardier Q400,VT-FJD
F5092,Boeing 787-8,VT-PHM
F5093,Boeing 737-800,VT-IBT
F5094,Boeing 737-900,VT-DGH
F5095,Boeing 737-800,VT-EKT
F5096,ATR 72-600,VT-LHW
F5097,Bombardier Q400,VT-WND
F5098,Bombardier Q400,VT-VPC
F5099,Airbus A320,VT-OSJ
F5100,Boeing 737-800,VT-FHD
F5101,Airbus A320,VT-ZKL
F5102,ATR 72-600,VT-GWR
F5103,Boeing 777-300ER,VT-CVO
F5104,Airbus A320,VT-FQF
F5105,Boeing 737-900,VT-CVV
F5106,Boeing 787-8,VT-VPO
F5107,Airbus A320,VT-XXV
F5108,Bombardier Q400,VT-GIH
F5109,Airbus A319,VT-UVO
F5110,ATR 72-600,VT-YCY
F5111,Boeing 787-8,VT-XPX
F5112,Boeing 737-900,VT-HLX
F5113,Bombardier Q400,VT-VXT
F5114,Airbus A320,VT-DZF
F5115,Boeing 737-800,VT-TYU
F5116,Airbus A320,VT-UNF
F5117,Boeing 787-8,VT-KBB
F5118,Airbus A320,VT-FSU
F5119,Boeing 737-800,VT-ICY
F5120,Bombardier Q400,VT-MDM
F5121,Boeing 737-800,VT-FQR
F5122,Bombardier Q400,VT-CWX
F5123,Boeing 777-300ER,VT-GAU
F5124,Airbus A320,VT-BFW
F5125,Boeing 777-300ER,VT-UOY
F5126,Boeing 777-300ER,VT-OGV
F5127,Boeing 737-900,VT-OCN
F5128,Boeing 737-900,VT-RVG
F5129,Airbus A319,VT-OHY
F5130,Bombardier Q400,VT-IBH
F5131,Boeing 737-900,VT-JLQ
F5132,Boeing 737-800,VT-PZV
F5133,ATR 72-600,VT-ZTM
F5134,ATR 72-600,VT-YPE
F5135,Airbus A320,VT-CUO
F5136,Airbus A321,VT-SWD
F5137,Airbus A319,VT-LKK
F5138,Airbus A321,VT-OWZ
F5139,Airbus A321,VT-SHK
F5140,Boeing 787-8,VT-EQT
F5141,Boeing 787-8,VT-KRY
F5142,Bombardier Q400,VT-QZR
F5143,Boeing 737-800,VT-SCZ
F5144,Boeing 787-8,VT-XQJ
F5145,Airbus A319,VT-PRJ
F5146,Bombardier Q400,VT-TPQ
F5147,Boeing 737-800,VT-ECZ
F5148,Boeing 787-8,VT-QMZ
F5149,Boeing 737-800,VT-XFZ
F5150,Airbus A321,VT-XSC
F5151,ATR 72-600,VT-RDO
F5152,Boeing 777-300ER,VT-JQG
F5153,Airbus A320,VT-MVT
F5154,Boeing 737-800,VT-DQV
F5155,Bombardier Q400,VT-YNH
F5156,Bombardier Q400,VT-QEF
F5157,Boeing 777-300ER,VT-JRQ
F5158,Boeing 787-8,VT-XZH
F5159,Boeing 777-300ER,VT-LWI
F5160,Boeing 737-800,VT-LMH
F5161,Airbus A321,VT-OQO
F5162,Boeing 737-900,VT-ODK
F5163,Boeing 777-300ER,VT-GFP
F5164,Boeing 737-800,VT-JRK
F5165,Airbus A320,VT-RCM
F5166,Airbus A320,VT-IXH
F5167,Boeing 737-900,VT-JCM
F5168,Airbus A321,VT-XGE
F5169,Boeing 787-8,VT-PLJ
F5170,Airbus A319,VT-BNR
F5171,Airbus A321,VT-EXM
F5172,Airbus A320,VT-RKZ
F5173,Boeing 787-8,VT-GAG
F5174,Bombardier Q400,VT-ETH
F5175,Boeing 737-900,VT-BOL
F5176,Bombardier Q400,VT-MSP
F5177,ATR 72-600,VT-RAD
F5178,ATR 72-600,VT-TZK
F5179,Bombardier Q400,VT-PZJ
F5180,ATR 72-600,VT-YQB
F5181,Boeing 737-900,VT-YJE
F5182,Airbus A321,VT-FGU
F5183,ATR 72-600,VT-NAQ
F5184,Boeing 787-8,VT-SIY
F5185,Boeing 737-800,VT-HZD
F5186,ATR 72-600,VT-BSW
F5187,Bombardier Q400,VT-YNL
F5188,Boeing 777-300ER,VT-NUD
F5189,Airbus A321,VT-TYL
F5190,Boeing 787-8,VT-KGH
F5191,Boeing 787-8,VT-EAQ
F5192,ATR 72-600,VT-RRJ
F5193,Airbus A321,VT-WAS
F5194,Bombardier Q400,VT-DLY
F5195,Airbus A320,VT-EAS
F5196,Bombardier Q400,VT-QBZ
F5197,ATR 72-600,VT-NVE
F5198,Boeing 777-300ER,VT-KZK
F5199,Boeing 737-900,VT-WNC
F5200,Bombardier Q400,VT-GSK
F5201,Boeing 777-300ER,VT-KXM
F5202,ATR 72-600,VT-YVE
F5203,Bombardier Q400,VT-PCS
F5204,Airbus A319,VT-FKR
F5205,Boeing 737-800,VT-XRV
F5206,ATR 72-600,VT-DBZ
F5207,Boeing 787-8,VT-BIX
F5208,Bombardier Q400,VT-LLJ
F5209,Boeing 737-900,VT-GYZ
F5210,Bombardier Q400,VT-PQP
F5211,Boeing 787-8,VT-CAZ
F5212,Airbus A321,VT-VFK
F5213,Boeing 787-8,VT-BOU
F5214,ATR 72-600,VT-EPS
F5215,Airbus A319,VT-CDV
F5216,Boeing 737-900,VT-FUE
F5217,Boeing 737-900,VT-VPY
F5218,ATR 72-600,VT-GKV
F5219,Airbus A321,VT-LWM
F5220,Airbus A320,VT-WQV
F5221,Boeing 737-800,VT-XOU
F5222,Airbus A321,VT-YKA
F5223,Boeing 737-900,VT-HWG
F5224,Boeing 777-300ER,VT-MOX
F5225,Bombardier Q400,VT-BSY
F5226,Bombardier Q400,VT-VWX
F5227,Airbus A321,VT-XLN
F5228,Bombardier Q400,VT-LRH
F5229,ATR 72-600,VT-VDC
F5230,Boeing 737-900,VT-CVY
F5231,Bombardier Q400,VT-WHL
F5232,ATR 72-600,VT-MUL
F5233,Boeing 787-8,VT-LOT
F5234,Boeing 737-900,VT-AAK
F5235,ATR 72-600,VT-BHG
F5236,ATR 72-600,VT-QOU
F5237,ATR 72-600,VT-DXH
F5238,Boeing 737-900,VT-ZGD
F5239,Airbus A320,VT-KNH
F5240,Airbus A321,VT-JGO
F5241,ATR 72-600,VT-CIO
F5242,Airbus A321,VT-DUU
F5243,Boeing 737-800,VT-DVL
F5244,Airbus A319,VT-KKC
F5245,Airbus A319,VT-LKR
F5246,Boeing 737-800,VT-EJB
F5247,Bombardier Q400,VT-XSW
F5248,Boeing 737-900,VT-JFN
F5249,Airbus A321,VT-YFA
F5250,Boeing 737-900,VT-JKQ
F5251,ATR 72-600,VT-BHO
F5252,Boeing 787-8,VT-OYF
F5253,Airbus A320,VT-HFY
F5254,Boeing 777-300ER,VT-CPE
F5255,Boeing 737-900,VT-JAN
F5256,ATR 72-600,VT-YUI
F5257,Boeing 737-800,VT-LZK
F5258,Airbus A319,VT-QVN
F5259,Boeing 737-900,VT-TAF
F5260,Airbus A321,VT-AAR
F5261,Bombardier Q400,VT-RSL
F5262,Airbus A320,VT-BNA
F5263,Boeing 737-800,VT-QLL
F5264,Boeing 777-300ER,VT-VNY
F5265,Boeing 777-300ER,VT-JWM
F5266,Boeing 737-800,VT-RTW
F5267,Boeing 777-300ER,VT-KZA
F5268,Boeing 737-800,VT-CDS
F5269,Boeing 777-300ER,VT-AOO
F5270,Boeing 737-800,VT-NAB
F5271,Boeing 737-900,VT-UVZ
F5272,Boeing 737-800,VT-SKW
F5273,Boeing 777-300ER,VT-TRR
F5274,Airbus A319,VT-ELY
F5275,Boeing 787-8,VT-AUS
F5276,Bombardier Q400,VT-GBD
F5277,Airbus A321,VT-CED
F5278,Boeing 777-300ER,VT-AMJ
F5279,Boeing 737-800,VT-EIH
F5280,ATR 72-600,VT-JXA
F5281,Boeing 737-800,VT-KDL
F5282,Boeing 737-900,VT-GUI
F5283,Airbus A321,VT-YRY
F5284,Boeing 777-300ER,VT-KLH
F5285,Boeing 777-300ER,VT-XIU
F5286,Airbus A321,VT-CDQ
F5287,Airbus A319,VT-FHQ
F5288,Boeing 787-8,VT-QHZ
F5289,Airbus A320,VT-XLJ
F5290,Bombardier Q400,VT-DEL
F5291,Boeing 737-900,VT-AUO
F5292,ATR 72-600,VT-DXI
F5293,Boeing 787-8,VT-WOC
F5294,ATR 72-600,VT-ZLC
F5295,Boeing 787-8,VT-MXP
F5296,Airbus A321,VT-EQV
F5297,ATR 72-600,VT-NQU
F5298,Airbus A320,VT-ELZ
F5299,Boeing 787-8,VT-ETP
F5300,Boeing 787-8,VT-UTY
F5301,Boeing 787-8,VT-CTK
F5302,Boeing 737-800,VT-GKJ
F5303,Boeing 737-900,VT-KNV
F5304,Airbus A320,VT-EKE
F5305,ATR 72-600,VT-JYP
F5306,Boeing 737-900,VT-IFG
F5307,Boeing 737-800,VT-GKO
F5308,ATR 72-600,VT-ZMO
F5309,Bombardier Q400,VT-IXT
F5310,Airbus A319,VT-REU
F5311,Boeing 737-800,VT-UIL
F5312,Airbus A321,VT-DWD
F5313,Bombardier Q400,VT-AOU
F5314,Boeing 737-900,VT-UJH
F5315,Boeing 737-900,VT-RIS
F5316,Boeing 737-900,VT-MCL
F5317,ATR 72-600,VT-AKJ
F5318,Airbus A320,VT-EDL
F5319,Boeing 737-900,VT-FBA
F5320,Airbus A321,VT-KPB
F5321,Bombardier Q400,VT-WMC
F5322,Boeing 777-300ER,VT-VHY
F5323,Airbus A321,VT-JUP
F5324,Boeing 777-300ER,VT-RHQ
F5325,Bombardier Q400,VT-ZDI
F5326,Boeing 737-800,VT-WCS
F5327,Airbus A321,VT-NMC
F5328,Boeing 777-300ER,VT-ANY
F5329,Boeing 737-900,VT-KZW
F5330,Boeing 737-800,VT-IFJ
F5331,Airbus A320,VT-TXJ
F5332,Airbus A321,VT-BHZ
F5333,ATR 72-600,VT-HRQ
F5334,Boeing 737-900,VT-SLA
F5335,Airbus A319,VT-MCR
F5336,Airbus A319,VT-BHD
F5337,Boeing 777-300ER,VT-KYB
F5338,Boeing 737-800,VT-WIB
F5339,Airbus A321,VT-ENT
F5340,Boeing 737-800,VT-WLR
F5341,Boeing 787-8,VT-GNX
F5342,Airbus A319,VT-VNJ
F5343,ATR 72-600,VT-UXW
F5344,Bombardier Q400,VT-UNY
F5345,Airbus A321,VT-LZS
F5346,Boeing 787-8,VT-FVU
F5347,Airbus A320,VT-NGF
F5348,Boeing 787-8,VT-EQX
F5349,Boeing 777-300ER,VT-DFH
F5350,Boeing 737-900,VT-OCS
F5351,Boeing 787-8,VT-WFU
F5352,Boeing 787-8,VT-FZJ
F5353,Airbus A319,VT-ICB
F5354,ATR 72-600,VT-MFT
F5355,Boeing 787-8,VT-FOD
F5356,Airbus A319,VT-SIZ
F5357,Bombardier Q400,VT-UBO
F5358,Airbus A321,VT-KIJ
F5359,Boeing 737-900,VT-RXK
F5360,Boeing 777-300ER,VT-ROP
F5361,Airbus A321,VT-YRF
F5362,Airbus A320,VT-SQS
F5363,Airbus A320,VT-DWP
F5364,Boeing 737-800,VT-ZXP
F5365,Boeing 737-900,VT-VQT
F5366,Boeing 737-900,VT-WVS
F5367,Airbus A319,VT-EEF
F5368,Boeing 777-300ER,VT-OJX
F5369,Airbus A320,VT-LTR
F5370,Bombardier Q400,VT-GXY
F5371,Boeing 787-8,VT-TUG
F5372,Airbus A320,VT-FPK
F5373,Bombardier Q400,VT-SUP
F5374,Airbus A320,VT-ASV
F5375,Bombardier Q400,VT-IKC
F5376,Boeing 737-900,VT-THK
F5377,Boeing 737-800,VT-KCH
F5378,Boeing 737-900,VT-JGH
F5379,Boeing 787-8,VT-JYC
F5380,Boeing 777-300ER,VT-NZN
F5381,Boeing 787-8,VT-IYK
F5382,Boeing 777-300ER,VT-PPD
F5383,Boeing 787-8,VT-BFS
F5384,Bombardier Q400,VT-OCE
F5385,Bombardier Q400,VT-HJG
F5386,Airbus A320,VT-BCH
F5387,Airbus A320,VT-ZIY
F5388,Bombardier Q400,VT-OIR
F5389,Boeing 737-900,VT-ZVI
F5390,Bombardier Q400,VT-LGU
F5391,Bombardier Q400,VT-OBR
F5392,Airbus A320,VT-XKE
F5393,Airbus A319,VT-WAM
F5394,Boeing 737-800,VT-ZTU
F5395,Airbus A320,VT-PBS
F5396,Boeing 737-800,VT-UYD
F5397,ATR 72-600,VT-YPO
F5398,Boeing 737-800,VT-RXA
F5399,Boeing 777-300ER,VT-WRP
F5400,Boeing 777-300ER,VT-EQU
F5401,Airbus A321,VT-UBN
F5402,Boeing 777-300ER,VT-LXM
F5403,Boeing 777-300ER,VT-SJM
F5404,Airbus A321,VT-JAJ
F5405,Bombardier Q400,VT-BOV
F5406,Boeing 737-900,VT-ADM
F5407,Airbus A321,VT-XKE
F5408,Airbus A321,VT-YUH
F5409,Boeing 737-900,VT-QNM
F5410,Airbus A320,VT-NCF
F5411,Airbus A319,VT-DWB
F5412,Boeing 737-800,VT-GZB
F5413,Boeing 777-300ER,VT-WSF
F5414,Boeing 787-8,VT-ZVA
F5415,ATR 72-600,VT-GDP
F5416,Airbus A319,VT-VZB
F5417,Airbus A321,VT-RXL
F5418,Boeing 777-300ER,VT-LAD
F5419,Airbus A321,VT-NOP
F5420,Bombardier Q400,VT-VZK
F5421,Boeing 737-900,VT-JFM
F5422,Airbus A321,VT-RMB
F5423,Airbus A320,VT-YWW
F5424,Boeing 737-900,VT-NJO
F5425,Bombardier Q400,VT-XVS
F5426,Airbus A319,VT-XKF
F5427,Boeing 737-900,VT-KCL
F5428,Boeing 737-900,VT-CAK
F5429,Bombardier Q400,VT-QPU
F5430,Bombardier Q400,VT-AMH
F5431,Airbus A320,VT-SIA
F5432,Boeing 777-300ER,VT-ISR
F5433,Boeing 787-8,VT-IWE
F5434,ATR 72-600,VT-GOH
F5435,Bombardier Q400,VT-PUH
F5436,Airbus A320,VT-HLF
F5437,Boeing 737-800,VT-KPT
F5438,Airbus A319,VT-THF
F5439,Airbus A319,VT-AKR
F5440,Boeing 777-300ER,VT-LQT
F5441,Airbus A320,VT-SHG
F5442,Boeing 777-300ER,VT-TBO
F5443,Boeing 737-800,VT-JWW
F5444,Airbus A321,VT-ZCG
F5445,Boeing 787-8,VT-QAL
F5446,Bombardier Q400,VT-JOY
F5447,Airbus A321,VT-NAK
F5448,Boeing 787-8,VT-TKX
F5449,Boeing 787-8,VT-GFF
F5450,Boeing 737-900,VT-WLK
F5451,Airbus A319,VT-HXO
F5452,Airbus A320,VT-IDE
F5453,Airbus A319,VT-RDZ
F5454,Boeing 737-900,VT-LAU
F5455,ATR 72-600,VT-KMO
F5456,Boeing 737-800,VT-RAN
F5457,Boeing 787-8,VT-PSL
F5458,Boeing 737-900,VT-CJH
F5459,ATR 72-600,VT-TMA
F5460,Bombardier Q400,VT-HPM
F5461,Airbus A320,VT-MPB
F5462,Bombardier Q400,VT-XUU
F5463,Boeing 737-900,VT-DQB
F5464,Boeing 777-300ER,VT-MEU
F5465,Boeing 737-800,VT-SRH
F5466,Airbus A319,VT-ABX
F5467,Airbus A320,VT-IWE
F5468,Boeing 737-900,VT-MJM
F5469,Boeing 787-8,VT-SVC
F5470,Airbus A321,VT-SOU
F5471,Boeing 737-800,VT-BMP
F5472,Boeing 737-900,VT-ENF
F5473,Boeing 737-800,VT-TOX
F5474,Boeing 787-8,VT-WTS
F5475,Airbus A320,VT-TYN
F5476,Boeing 737-800,VT-EXD
F5477,Bombardier Q400,VT-JVT
F5478,ATR 72-600,VT-QTE
F5479,Airbus A319,VT-FYY
F5480,Airbus A320,VT-XRT
F5481,Boeing 777-300ER,VT-UIG
F5482,Boeing 777-300ER,VT-TCH
F5483,Boeing 737-900,VT-XHX
F5484,Boeing 777-300ER,VT-YCZ
F5485,Airbus A321,VT-XUS
F5486,Boeing 787-8,VT-HWL
F5487,Bombardier Q400,VT-JXP
F5488,Airbus A319,VT-ZLQ
F5489,Bombardier Q400,VT-BMU
F5490,Bombardier Q400,VT-LTF
F5491,Boeing 737-900,VT-HDI
F5492,Boeing 787-8,VT-RDE
F5493,Airbus A321,VT-SLG
F5494,ATR 72-600,VT-MFI
F5495,Boeing 777-300ER,VT-VWY
F5496,Boeing 737-900,VT-KIO
F5497,Airbus A319,VT-WCS
F5498,Airbus A320,VT-GAR
F5499,Boeing 737-800,VT-HBN
F5500,Boeing 777-300ER,VT-RHW
F5501,Airbus A319,VT-XVI
F5502,ATR 72-600,VT-FZT
F5503,Airbus A319,VT-XSW
F5504,Boeing 737-800,VT-XYZ
F5505,Boeing 787-8,VT-CQF
F5506,Boeing 737-900,VT-RIF
F5507,ATR 72-600,VT-PIM
F5508,Airbus A319,VT-NUW
F5509,Airbus A320,VT-FRQ
F5510,Boeing 737-900,VT-ETQ
F5511,Bombardier Q400,VT-COD
F5512,Boeing 787-8,VT-XCE
F5513,Airbus A321,VT-VXQ
F5514,Airbus A320,VT-IPX
F5515,Boeing 777-300ER,VT-EKS
F5516,Boeing 737-800,VT-EHB
F5517,Airbus A319,VT-XPN
F5518,ATR 72-600,VT-JRA
F5519,Airbus A319,VT-HXE
F5520,Airbus A319,VT-SLW
F5521,Airbus A319,VT-FAM
F5522,Boeing 777-300ER,VT-VHN
F5523,Airbus A320,VT-SNP
F5524,Boeing 737-800,VT-EYE
F5525,Bombardier Q400,VT-TUG
F5526,Airbus A320,VT-OTU
F5527,Boeing 737-900,VT-SIC
F5528,Airbus A320,VT-FJD
F5529,Airbus A320,VT-EEJ
F5530,Airbus A321,VT-GQF
F5531,Boeing 787-8,VT-GDT
F5532,Bombardier Q400,VT-SID
F5533,Boeing 737-900,VT-EPW
F5534,Boeing 787-8,VT-CGF
F5535,Boeing 737-900,VT-LOC
F5536,Airbus A321,VT-EBK
F5537,Bombardier Q400,VT-DPX
F5538,Bombardier Q400,VT-QZQ
F5539,Boeing 777-300ER,VT-SKD
F5540,Airbus A320,VT-ZGY
F5541,Airbus A321,VT-SLA
F5542,ATR 72-600,VT-YTW
F5543,Boeing 737-900,VT-VGH
F5544,Boeing 737-900,VT-GSR
F5545,ATR 72-600,VT-PYF
F5546,Airbus A319,VT-NDN
F5547,Boeing 737-800,VT-XHA
F5548,Airbus A321,VT-ZGV
F5549,Airbus A321,VT-SLA
F5550,Airbus A320,VT-VKG
F5551,Boeing 737-800,VT-NTS
F5552,Boeing 777-300ER,VT-DUZ
F5553,Boeing 777-300ER,VT-TVQ
F5554,ATR 72-600,VT-CEX
F5555,ATR 72-600,VT-WPV
F5556,Boeing 737-900,VT-DEA
F5557,ATR 72-600,VT-CMG
F5558,Boeing 737-900,VT-HFM
F5559,Airbus A321,VT-MFT
F5560,Boeing 787-8,VT-YHS
F5561,ATR 72-600,VT-MJN
F5562,Airbus A321,VT-NAR
F5563,ATR 72-600,VT-OFW
F5564,ATR 72-600,VT-NMI
F5565,Boeing 787-8,VT-ZWS
F5566,Boeing 737-900,VT-TTT
F5567,Boeing 737-800,VT-EZZ
F5568,Airbus A320,VT-DDB
F5569,Airbus A319,VT-RKI
F5570,Boeing 737-900,VT-ZME
F5571,Boeing 737-800,VT-TTB
F5572,Bombardier Q400,VT-XUK
F5573,Bombardier Q400,VT-AXZ
F5574,Bombardier Q400,VT-MZE
F5575,Airbus A319,VT-FBU
F5576,Airbus A321,VT-EFT
F5577,Airbus A321,VT-DIW
F5578,Boeing 737-800,VT-VIL
F5579,ATR 72-600,VT-FXU
F5580,Airbus A319,VT-UTT
F5581,Boeing 787-8,VT-SVU
F5582,Boeing 737-900,VT-CFX
F5583,Boeing 787-8,VT-YDX
F5584,Airbus A319,VT-ACG
F5585,Boeing 787-8,VT-FPK
F5586,Bombardier Q400,VT-PTX
F5587,Boeing 737-900,VT-WXQ
F5588,Boeing 737-800,VT-WSK
F5589,Airbus A319,VT-VZI
F5590,Boeing 787-8,VT-SQE
F5591,Boeing 737-900,VT-FAW
F5592,Boeing 737-900,VT-DSS
F5593,Boeing 777-300ER,VT-NEO
F5594,Boeing 737-900,VT-YXO
F5595,Airbus A321,VT-CFU
F5596,ATR 72-600,VT-DQI
F5597,Boeing 777-300ER,VT-VUL
F5598,Boeing 777-300ER,VT-ZIF
F5599,Boeing 737-900,VT-BGS
F5600,Airbus A321,VT-MSM
F5601,Boeing 787-8,VT-ENN
F5602,Boeing 737-800,VT-TEQ
F5603,Boeing 737-800,VT-JFV
F5604,Boeing 737-900,VT-ETS
F5605,Airbus A319,VT-TDN
F5606,Bombardier Q400,VT-QDV
F5607,Bombardier Q400,VT-LKR
F5608,Boeing 737-800,VT-EAF
F5609,Boeing 737-800,VT-VZM
F5610,Bombardier Q400,VT-IPY
F5611,Boeing 777-300ER,VT-CBG
F5612,Boeing 737-800,VT-BMB
F5613,Airbus A320,VT-UVU
F5614,ATR 72-600,VT-BWP
F5615,Airbus A321,VT-SBW
F5616,Airbus A321,VT-VMS
F5617,Airbus A319,VT-QQN
F5618,Airbus A319,VT-KKQ
F5619,Boeing 787-8,VT-AAH
F5620,Boeing 737-800,VT-LCU
F5621,Boeing 737-800,VT-YBT
F5622,Boeing 787-8,VT-RSQ
F5623,Boeing 777-300ER,VT-NQS
F5624,Boeing 777-300ER,VT-LNR
F5625,Airbus A319,VT-KYK
F5626,Boeing 737-900,VT-HGD
F5627,Boeing 737-800,VT-KXQ
F5628,ATR 72-600,VT-RHF
F5629,Airbus A319,VT-XYC
F5630,Bombardier Q400,VT-FPR
F5631,Airbus A319,VT-RBM
F5632,Airbus A321,VT-BYU
F5633,Boeing 787-8,VT-ADE
F5634,ATR 72-600,VT-MHJ
F5635,ATR 72-600,VT-XDI
F5636,Boeing 737-800,VT-GFH
F5637,Airbus A320,VT-XYC
F5638,ATR 72-600,VT-WRS
F5639,Boeing 737-900,VT-ZNU
F5640,Boeing 787-8,VT-ZEI
F5641,Airbus A319,VT-ZGE
F5642,Boeing 777-300ER,VT-HPC
F5643,Boeing 787-8,VT-SIU
F5644,Bombardier Q400,VT-BEB
F5645,Boeing 787-8,VT-KFP
F5646,Boeing 737-900,VT-XEP
F5647,Airbus A320,VT-KBZ
F5648,Boeing 737-900,VT-DAO
F5649,Boeing 777-300ER,VT-NPG
F5650,Airbus A319,VT-CAJ
F5651,Boeing 777-300ER,VT-JWK
F5652,Boeing 777-300ER,VT-HZZ
F5653,Bombardier Q400,VT-LSS
F5654,Bombardier Q400,VT-HNZ
F5655,Boeing 737-900,VT-OHN
F5656,Boeing 737-900,VT-JJH
F5657,Boeing 787-8,VT-SWJ
F5658,Boeing 787-8,VT-VKK
F5659,Boeing 737-900,VT-OEJ
F5660,Boeing 737-800,VT-HFJ
F5661,Boeing 737-800,VT-QGL
F5662,Airbus A321,VT-DFI
F5663,Boeing 777-300ER,VT-KTI
F5664,Boeing 787-8,VT-VHC
F5665,Boeing 737-800,VT-WGX
F5666,Boeing 777-300ER,VT-TVZ
F5667,Airbus A319,VT-DMD
F5668,Airbus A320,VT-KAB
F5669,Boeing 787-8,VT-RMG
F5670,Airbus A320,VT-KWW
F5671,Boeing 737-900,VT-SFK
F5672,Boeing 737-800,VT-FMQ
F5673,Boeing 737-900,VT-WTI
F5674,Boeing 737-800,VT-BQX
F5675,Boeing 777-300ER,VT-NPY
F5676,Boeing 787-8,VT-WOF
F5677,Boeing 737-900,VT-ZWR
F5678,Bombardier Q400,VT-IFS
F5679,Bombardier Q400,VT-OSO
F5680,Airbus A320,VT-UQU
F5681,Boeing 737-800,VT-BJU
F5682,Boeing 787-8,VT-IFY
F5683,Boeing 737-800,VT-NRQ
F5684,Boeing 737-900,VT-SEH
F5685,Airbus A320,VT-XJN
F5686,ATR 72-600,VT-LVJ
F5687,Boeing 777-300ER,VT-EDK
F5688,Boeing 787-8,VT-GKG
F5689,Boeing 737-800,VT-SRI
F5690,Boeing 737-800,VT-WNA
F5691,Boeing 787-8,VT-EFE
F5692,Airbus A320,VT-HUY
F5693,Airbus A319,VT-ACN
F5694,Boeing 737-800,VT-SBA
F5695,Boeing 737-800,VT-VDS
F5696,Boeing 777-300ER,VT-QMJ
F5697,ATR 72-600,VT-QNN
F5698,Boeing 737-800,VT-YSB
F5699,ATR 72-600,VT-IHA
F5700,ATR 72-600,VT-ZVJ
F5701,Boeing 737-800,VT-EVM
F5702,Airbus A321,VT-INR
F5703,Boeing 787-8,VT-FQU
F5704,Bombardier Q400,VT-LBO
F5705,Airbus A321,VT-VUC
F5706,Boeing 737-800,VT-XTM
F5707,Airbus A321,VT-IFZ
F5708,Airbus A320,VT-VQP
F5709,Boeing 737-900,VT-UMV
F5710,Airbus A319,VT-WBF
F5711,Bombardier Q400,VT-YUE
F5712,Boeing 737-800,VT-CIA
F5713,Boeing 737-800,VT-PAP
F5714,Boeing 737-900,VT-KCR
F5715,Boeing 777-300ER,VT-RAZ
F5716,Boeing 777-300ER,VT-FJD
F5717,Airbus A320,VT-LSQ
F5718,Airbus A320,VT-CUG
F5719,Airbus A320,VT-EFU
F5720,Boeing 737-800,VT-KIL
F5721,Bombardier Q400,VT-EBL
F5722,Bombardier Q400,VT-IOH
F5723,Airbus A320,VT-KEZ
F5724,ATR 72-600,VT-ETT
F5725,Airbus A319,VT-KRT
F5726,Airbus A321,VT-UQJ
F5727,Boeing 777-300ER,VT-XVK
F5728,Airbus A319,VT-CET
F5729,Airbus A319,VT-TPT
